Episode,Reward,Steps,Loss,Avg_Q,Epsilon,Success,Collision,Termination,Obstacle_Count
161,-6.0,31,26.239126205444336,16.888160705566406,0.6183371356998573,0,1,Collision,1
162,-18.0,18,6.660151958465576,2.0847067832946777,0.6164821242927577,0,1,Collision,1
163,-9.0,24,3.539081335067749,9.510257720947266,0.6146326779198794,0,1,Collision,1
164,65.0,39,5.621902942657471,17.662654876708984,0.6127887798861198,1,0,Success,1
165,-13.0,19,10.772521018981934,10.455476760864258,0.6109504135464614,0,1,Collision,1
166,-15.0,21,8.228199005126953,13.246962547302246,0.609117562305822,0,1,Collision,1
167,-14.0,16,4.798761367797852,6.526139259338379,0.6072902096189046,0,1,Collision,1
168,-23.0,30,40.48345947265625,6.129829406738281,0.6054683389900478,0,1,Collision,1
169,73.0,40,5.9682841300964355,18.727783203125,0.6036519339730777,1,0,Success,1
170,-11.0,24,15.686345100402832,5.306899070739746,0.6018409781711584,0,1,Collision,1
171,-12.0,15,21.81684684753418,5.266421794891357,0.6000354552366449,0,1,Collision,1
172,-16.0,18,30.201778411865234,2.710327625274658,0.598235348870935,0,1,Collision,1
173,-13.0,13,25.149497985839844,1.238940954208374,0.5964406428243222,0,1,Collision,1
174,-13.0,10,9.32113265991211,21.153013229370117,0.5946513208958493,0,1,Collision,1
175,-11.0,27,8.479897499084473,1.7651450634002686,0.5928673669331617,0,1,Collision,1
176,-14.0,15,35.396217346191406,13.65163803100586,0.5910887648323622,0,1,Collision,1
177,58.0,46,11.904047012329102,20.320594787597656,0.5893154985378651,1,0,Success,1
178,65.0,31,10.509465217590332,19.189603805541992,0.5875475520422515,1,0,Success,1
179,64.0,26,27.005233764648438,18.52444839477539,0.5857849093861247,1,0,Success,1
180,72.0,19,15.196083068847656,20.257118225097656,0.5840275546579663,1,0,Success,1
181,-14.0,29,24.22792625427246,1.1213634014129639,0.5822754719939924,0,1,Collision,1
182,-18.0,33,13.508458137512207,8.937616348266602,0.5805286455780104,0,1,Collision,1
183,-17.0,30,40.83784484863281,14.307890892028809,0.5787870596412764,0,1,Collision,1
184,-16.0,19,31.542972564697266,6.7071733474731445,0.5770506984623526,0,1,Collision,1
185,-30.0,36,5.052263259887695,12.08487606048584,0.5753195463669655,0,1,Collision,1
186,66.0,32,10.482139587402344,22.685283660888672,0.5735935877278646,1,0,Success,1
187,-15.0,36,14.620094299316406,17.346450805664062,0.571872806964681,0,1,Collision,1
188,-13.0,19,15.300419807434082,8.29275131225586,0.5701571885437869,0,1,Collision,1
189,-11.0,15,7.853886604309082,19.118207931518555,0.5684467169781556,0,1,Collision,1
190,61.0,40,49.3392448425293,23.41841697692871,0.5667413768272211,1,0,Success,1
191,-20.0,31,26.133995056152344,21.35174560546875,0.5650411526967395,0,1,Collision,1
192,72.0,34,8.229738235473633,25.196285247802734,0.5633460292386493,1,0,Success,1
193,-14.0,20,43.87645721435547,13.41734504699707,0.5616559911509333,0,1,Collision,1
194,-14.0,22,12.841886520385742,6.35313606262207,0.5599710231774805,0,1,Collision,1
195,-10.0,7,6.649065017700195,19.73175811767578,0.5582911101079481,0,1,Collision,1
196,-15.0,14,6.421447277069092,20.71368980407715,0.5566162367776242,0,1,Collision,1
197,-10.0,16,17.693790435791016,20.88776397705078,0.5549463880672914,0,1,Collision,1
198,70.0,16,6.461697578430176,22.839305877685547,0.5532815489030894,1,0,Success,1
199,69.0,24,8.664015769958496,23.754833221435547,0.5516217042563801,1,0,Success,1
200,-13.0,24,16.162431716918945,15.767718315124512,0.549966839143611,0,1,Collision,1
201,-10.0,15,16.108196258544922,4.885546684265137,0.5483169386261801,0,1,Collision,1
202,-13.0,32,10.306052207946777,11.976424217224121,0.5466719878103016,0,1,Collision,1
203,67.0,29,19.711929321289062,25.61767578125,0.5450319718468707,1,0,Success,1
204,72.0,35,17.950965881347656,25.214963912963867,0.5433968759313301,1,0,Success,1
205,-13.0,12,28.476802825927734,20.16166877746582,0.5417666853035361,0,1,Collision,1
206,69.0,43,17.602420806884766,24.900136947631836,0.5401413852476254,1,0,Success,1
207,-14.0,12,5.508162975311279,16.393789291381836,0.5385209610918825,0,1,Collision,1
208,-15.0,10,16.642745971679688,24.582181930541992,0.5369053982086068,0,1,Collision,1
209,76.0,38,23.380088806152344,25.670812606811523,0.535294682013981,1,0,Success,1
210,78.0,63,21.84671974182129,26.45577621459961,0.5336887979679391,1,0,Success,1
211,-12.0,11,13.772903442382812,5.258969783782959,0.5320877315740353,0,1,Collision,1
212,71.0,32,27.589962005615234,27.076377868652344,0.5304914683793133,1,0,Success,1
213,-13.0,8,13.275529861450195,27.00397300720215,0.5288999939741753,0,1,Collision,1
214,68.0,46,24.730419158935547,27.56890869140625,0.5273132939922528,1,0,Success,1
215,72.0,41,9.662881851196289,26.90216827392578,0.525731354110276,1,0,Success,1
